419324,4324448,10,32207,35179003,3237559,2771,60278432,15597307,10,15519568,591233,458273,4,500566,458429,15519568,39075,2769,42915411,0
451799,4335130,6,30563,35177276,3236345,2991,60283708,15502099,6,17782078,595517,467990,6,505506,467978,17782078,40696,2990,42533909,0
430483,4310509,1,31632,35153625,3194429,4046,60439100,15628234,2,16270211,595342,462398,5,501306,462383,16270210,40287,4048,43165625,0
404199,4359482,1,28740,35161653,3237751,2894,70344285,18142406,2,15547714,590729,478364,4,509643,478375,15547713,38979,2890,49973334,0
428120,4174680,4,34503,35157626,3256457,2422,60285570,15621031,3,15454733,597488,392353,3,480617,392375,15454735,41925,2454,43146988,0
408001,4363301,4,29083,35171718,3203101,3299,60260823,15470883,3,15561662,582693,469759,5,505327,469748,15561662,34991,3297,42253242,0
424481,4335395,5,33302,35191896,3224068,3084,62969828,16255124,5,15516849,586681,460511,6,502961,460882,15516849,36451,3093,44827745,0
5899,1397778,2,1466,30088867,1232138,389,60160948,17284087,2,17284870,78012,8799,1,78307,8783,17284868,1387,389,52355498,0
419271,4356521,5,32744,35224119,4083995,3493,60288084,15556677,5,15503662,766826,477504,4,508966,477667,15503662,153846,3480,42822375,0
1111563,3235465,5,102580,35155226,5546718,3859,70013605,19003853,6,18620045,597437,399697,5,181968,399702,18620047,114044,3906,42795067,0
451585,4176593,2,35657,35146266,3214240,2933,60360279,15517397,3,16657881,594763,387999,5,479258,387993,16657883,40951,2964,42478732,0
409836,4192908,5,29430,35162057,3259956,2944,60352583,15535276,5,15543504,595988,397894,5,484172,398296,15543503,40120,2941,42730181,0
471738,4321553,5,33779,35172448,3239948,2893,70369842,18230329,5,18075023,593341,446011,6,496882,446024,18075023,39514,2899,50381380,0
705956,7504569,3,78161,5172735,874941,12866,69934115,19605375,3,12558645,88989,2245035,1,722486,2245033,12558644,16980,12869,43100839,0
425203,4043082,4,34165,35169699,3199305,1989,60253956,15548039,3,15471329,593126,305923,8,453537,305902,15471329,39684,1953,42692684,0
1582871,5385329,0,167494,34912205,5684092,8876,69626674,19443496,0,19616369,588841,1209325,0,345574,1209303,19616368,123629,8868,47856811,0
421082,4783572,5,32933,35158705,3188529,2631,60297463,15586193,5,15488328,588362,447691,3,547429,447700,15486416,37113,2630,42962915,0
26587,8125261,3,3757,27784942,4504520,2073,69877291,19620102,3,626115,468800,2234794,3,487660,2234813,626113,101895,2064,42903968,0
